,HHID,O,O1,O2
2450,04231700602002,1.0,2.0,
2451,04231700602004,1.0,2.0,
2452,04231700602004,2.0,2.0,
2453,04231700602005,1.0,2.0,
2454,04231700602005,2.0,2.0,
2455,04231700602006,1.0,2.0,
2456,04231700602006,2.0,2.0,
2457,04231700602007,1.0,2.0,
2458,04231700602007,2.0,2.0,
2459,04231700602008,1.0,2.0,
2460,04231700602008,2.0,2.0,
2461,04231700602009,1.0,2.0,
2462,04231700602009,2.0,2.0,
2463,04231700602010,1.0,2.0,
2464,04231700602010,2.0,2.0,
2465,04231700602014,1.0,2.0,
2466,04231700602014,2.0,2.0,
2467,04231700602015,1.0,2.0,
2468,04231700602015,2.0,2.0,
2469,04231700602016,1.0,2.0,
2470,04231700602016,2.0,2.0,
2471,04231700602017,1.0,2.0,
2472,04231700602017,2.0,2.0,
2473,04231700602018,1.0,2.0,
2474,04231700602018,2.0,2.0,
2475,04240101704001,1.0,2.0,
2476,04240101704001,2.0,2.0,
2477,04240101704002,1.0,2.0,
2478,04240101704002,2.0,2.0,
2479,04240101704003,1.0,2.0,
2480,04240101704003,2.0,2.0,
2481,04240101704004,1.0,2.0,
2482,04240101704004,2.0,2.0,
2483,04240101704005,1.0,2.0,
2484,04240101704005,2.0,2.0,
2485,04240101704006,1.0,2.0,
2486,04240101704006,2.0,2.0,
2487,04240101704007,1.0,2.0,
2488,04240101704007,2.0,2.0,
2489,04240101704008,1.0,2.0,
2490,04240101704008,2.0,2.0,
2491,04240101704009,1.0,2.0,
2492,04240101704009,1.0,2.0,
2493,04240101704010,1.0,2.0,
2494,04240101704010,2.0,2.0,
2495,04240101704011,1.0,2.0,
2496,04240101704011,2.0,2.0,
2497,04240101704012,1.0,2.0,
2498,04240101704012,2.0,2.0,
2499,04240602203001,1.0,2.0,
2500,04240602203001,2.0,2.0,
2501,04240602203002,1.0,2.0,
2502,04240602203002,2.0,2.0,
2503,04240602203003,1.0,2.0,
2504,04240602203003,2.0,2.0,
2505,04240602203004,1.0,2.0,
2506,04240602203004,2.0,2.0,
2507,04240602203005,1.0,2.0,
2508,04240602203005,2.0,2.0,
2509,04240602203006,1.0,1.0,1.0
2510,04240602203006,2.0,2.0,
2511,04240602203007,1.0,1.0,1.0
2512,04240602203007,2.0,2.0,
2513,04240602203008,1.0,1.0,1.0
2514,04240602203008,2.0,2.0,
2515,04240602203009,1.0,2.0,
2516,04240602203009,2.0,2.0,
2517,04240602203010,1.0,2.0,
2518,04240602203010,2.0,2.0,
2519,04240602203011,1.0,2.0,
2520,04240602203011,2.0,2.0,
2521,04240602203012,1.0,2.0,
2522,04240602203012,2.0,2.0,
2523,04241600101001,1.0,2.0,
2524,04241600101001,2.0,2.0,
2525,04241600101002,1.0,2.0,
2526,04241600101002,2.0,2.0,
2527,04241600101003,1.0,2.0,
2528,04241600101003,2.0,2.0,
2529,04241600101004,1.0,2.0,
2530,04241600101004,2.0,2.0,
2531,04241600101005,1.0,2.0,
2532,04241600101005,2.0,2.0,
2533,04241600101006,1.0,2.0,
2534,04241600101006,2.0,2.0,
2535,04241600101007,1.0,2.0,
2536,04241600101007,2.0,2.0,
2537,04241600101008,1.0,2.0,
2538,04241600101008,2.0,2.0,
2539,04241600101009,1.0,2.0,
2540,04241600101009,2.0,2.0,
2541,04241600101010,1.0,2.0,
2542,04241600101010,2.0,2.0,
2543,04241600101011,1.0,2.0,
2544,04241600101011,2.0,2.0,
2545,04241600101012,1.0,2.0,
2546,04241600101012,2.0,2.0,
2547,04242000217001,1.0,2.0,
2548,04242000217001,2.0,2.0,
2549,04242000217002,1.0,2.0,
2550,04242000217002,2.0,2.0,
2551,04242000217003,1.0,2.0,
2552,04242000217003,2.0,2.0,
2553,04242000217004,1.0,2.0,
2554,04242000217004,2.0,2.0,
2555,04242000217005,1.0,2.0,
2556,04242000217005,2.0,2.0,
2557,04242000217006,1.0,2.0,
2558,04242000217006,2.0,2.0,
2559,04242000217007,1.0,2.0,
2560,04242000217007,2.0,2.0,
2561,04242000217008,1.0,2.0,
2562,04242000217008,2.0,2.0,
2563,04242000217009,1.0,2.0,
2564,04242000217009,2.0,2.0,
2565,04242000217010,1.0,1.0,1.0
2566,04242000217010,2.0,2.0,
2567,04242000217011,1.0,2.0,
2568,04242000217011,2.0,2.0,
2569,04242000217012,1.0,2.0,
2570,04242000217012,2.0,2.0,
2571,04242204001001,1.0,2.0,
2572,04242204001001,2.0,2.0,
2573,04242204001002,1.0,2.0,
2574,04242204001002,2.0,2.0,
2575,04242204001003,1.0,2.0,
2576,04242204001003,2.0,2.0,
2577,04242204001004,1.0,2.0,
2578,04242204001004,2.0,2.0,
2579,04242204001005,1.0,2.0,
2580,04242204001005,2.0,2.0,
2581,04242204001006,1.0,2.0,
2582,04242204001006,2.0,2.0,
2583,04242204001007,1.0,2.0,
2584,04242204001007,2.0,2.0,
2585,04242204001008,1.0,2.0,
2586,04242204001008,2.0,2.0,
2587,04242204001009,1.0,2.0,
2588,04242204001009,2.0,2.0,
2589,04242204001010,1.0,2.0,
2590,04242204001010,2.0,2.0,
2591,04242204001011,1.0,2.0,
2592,04242204001011,2.0,1.0,1.0
2593,04242204001012,1.0,2.0,
2594,04242204001012,2.0,2.0,
2595,04250302905001,1.0,2.0,
2596,04250302905001,2.0,2.0,
2597,04250302905002,1.0,2.0,
2598,04250302905002,2.0,2.0,
2599,04250302905003,1.0,2.0,
2600,04250302905003,2.0,2.0,
2601,04250302905004,1.0,2.0,
2602,04250302905004,2.0,2.0,
2603,04250302905005,1.0,2.0,
2604,04250302905005,2.0,2.0,
2605,04250302905006,1.0,2.0,
2606,04250302905006,2.0,2.0,
2607,04250302905007,1.0,2.0,
2608,04250302905007,2.0,2.0,
2609,04250302905008,1.0,2.0,
2610,04250302905008,2.0,2.0,
2611,04250302905009,1.0,2.0,
2612,04250302905009,2.0,2.0,
2613,04250302905010,1.0,2.0,
2614,04250302905010,2.0,2.0,
2615,04250302905011,1.0,2.0,
2616,04250302905011,2.0,2.0,
2617,04250302905012,1.0,2.0,
2618,04250302905012,2.0,2.0,
2619,04250800404001,1.0,2.0,
2620,04250800404001,2.0,2.0,
2621,04250800404002,1.0,2.0,
2622,04250800404002,2.0,2.0,
2623,04250800404003,1.0,2.0,
2624,04250800404003,2.0,2.0,
2625,04250800404004,1.0,2.0,
2626,04250800404004,2.0,2.0,
2627,04250800404005,1.0,2.0,
2628,04250800404005,2.0,2.0,
2629,04250800404006,1.0,2.0,
2630,04250800404006,2.0,2.0,
2631,04250800404007,1.0,2.0,
2632,04250800404007,2.0,2.0,
2633,04250800404008,1.0,2.0,
2634,04250800404008,2.0,2.0,
2635,04250800404009,1.0,2.0,
2636,04250800404009,2.0,2.0,
2637,04250800404010,1.0,2.0,
2638,04250800404010,2.0,2.0,
2639,04250800404011,1.0,2.0,
2640,04250800404011,2.0,2.0,
2641,04250800404012,1.0,2.0,
2642,04250800404012,2.0,2.0,
2643,04251103105001,1.0,2.0,
2644,04251103105001,2.0,2.0,
2645,04251103105002,1.0,2.0,
2646,04251103105002,2.0,2.0,
2647,04251103105003,1.0,2.0,
2648,04251103105003,2.0,2.0,
2649,04251103105004,1.0,2.0,
2650,04251103105004,2.0,2.0,
2651,04251103105005,1.0,2.0,
2652,04251103105005,2.0,2.0,
2653,04251103105006,1.0,2.0,
2654,04251103105006,2.0,2.0,
2655,04251103105007,1.0,2.0,
2656,04251103105007,2.0,2.0,
2657,04251103105008,1.0,2.0,
2658,04251103105008,2.0,2.0,
2659,04251103105009,1.0,2.0,
2660,04251103105009,2.0,2.0,
2661,04251103105010,2.0,2.0,
2662,04251103105010,2.0,2.0,
2663,04251103105011,1.0,2.0,
2664,04251103105011,2.0,2.0,
2665,04251103105012,1.0,2.0,
2666,04251103105012,2.0,2.0,
2667,04251103502001,1.0,2.0,
2668,04251103502001,2.0,2.0,
2669,04251103502002,1.0,2.0,
2670,04251103502002,2.0,2.0,
2671,04251103502003,1.0,2.0,
2672,04251103502003,2.0,2.0,
2673,04251103502004,1.0,2.0,
2674,04251103502004,2.0,2.0,
2675,04251103502005,1.0,2.0,
2676,04251103502005,2.0,2.0,
2677,04251103502006,1.0,2.0,
2678,04251103502006,2.0,2.0,
2679,04251103502007,1.0,2.0,
2680,04251103502007,2.0,2.0,
2681,04251103502008,1.0,2.0,
2682,04251103502008,2.0,2.0,
2683,04251103502009,1.0,2.0,
2684,04251103502009,2.0,2.0,
2685,04251103502010,1.0,2.0,
2686,04251103502010,2.0,2.0,
2687,04251103502011,1.0,2.0,
2688,04251103502011,2.0,2.0,
2689,04251103502012,1.0,2.0,
2690,04251103502012,2.0,2.0,
2691,04260500101001,1.0,2.0,
2692,04260500101001,2.0,2.0,
2693,04260500101002,1.0,2.0,
2694,04260500101002,2.0,2.0,
2695,04260500101003,1.0,2.0,
2696,04260500101003,1.0,2.0,
2697,04260500101004,1.0,2.0,
2698,04260500101004,2.0,2.0,
2699,04260500101005,1.0,2.0,
2700,04260500101005,2.0,2.0,
2701,04260500101006,1.0,2.0,
2702,04260500101006,2.0,2.0,
2703,04260500101007,1.0,2.0,
2704,04260500101007,2.0,2.0,
2705,04260500101008,1.0,2.0,
2706,04260500101008,2.0,2.0,
2707,04260500101009,1.0,2.0,
2708,04260500101009,2.0,2.0,
2709,04260500101010,1.0,2.0,
2710,04260500101010,2.0,2.0,
2711,04260500101011,1.0,2.0,
2712,04260500101011,1.0,2.0,
2713,04260500101012,1.0,2.0,
2714,04260500101012,1.0,2.0,
2715,04260801102001,1.0,2.0,
2716,04260801102001,2.0,2.0,
2717,04260801102002,1.0,2.0,
2718,04260801102002,2.0,2.0,
2719,04260801102003,1.0,2.0,
2720,04260801102003,1.0,2.0,
2721,04260801102004,1.0,1.0,1.0
2722,04260801102004,2.0,2.0,
2723,04260801102005,1.0,2.0,
2724,04260801102005,2.0,2.0,
2725,04260801102006,1.0,1.0,1.0
2726,04260801102006,2.0,2.0,
2727,04260801102007,1.0,1.0,1.0
2728,04260801102007,2.0,2.0,
2729,04260801102008,1.0,2.0,
2730,04260801102008,2.0,2.0,
2731,04260801102009,1.0,2.0,
2732,04260801102009,2.0,2.0,
2733,04260801102010,1.0,2.0,
2734,04260801102010,2.0,2.0,
2735,04260801102011,1.0,2.0,
2736,04260801102011,2.0,2.0,
2737,04260801102012,1.0,2.0,
2738,04260801102012,2.0,2.0,
2739,04260803103001,1.0,2.0,
2740,04260803103001,2.0,2.0,
2741,04260803103002,1.0,2.0,
2742,04260803103002,2.0,2.0,
2743,04260803103003,1.0,2.0,
2744,04260803103003,2.0,2.0,
2745,04260803103004,1.0,2.0,
2746,04260803103004,2.0,2.0,
2747,04260803103005,1.0,2.0,
2748,04260803103005,2.0,2.0,
2749,04260803103006,2.0,2.0,
2750,04260803103006,2.0,2.0,
2751,04260803103007,1.0,2.0,
2752,04260803103007,2.0,2.0,
2753,04260803103008,1.0,2.0,
2754,04260803103008,2.0,2.0,
2755,04260803103009,1.0,2.0,
2756,04260803103009,2.0,2.0,
2757,04260803103010,1.0,2.0,
2758,04260803103010,2.0,2.0,
2759,04260803103011,1.0,2.0,
2760,04260803103011,2.0,2.0,
2761,04260803103012,1.0,2.0,
2762,04260803103012,2.0,2.0,
2763,04261400105001,1.0,2.0,
2764,04261400105001,1.0,2.0,
2765,04261400105002,1.0,2.0,
2766,04261400105002,1.0,2.0,
2767,04261400105003,1.0,2.0,
2768,04261400105003,1.0,2.0,
2769,04261400105004,1.0,2.0,
2770,04261400105004,1.0,2.0,
2771,04261400105005,1.0,2.0,
2772,04261400105005,2.0,2.0,
2773,04261400105006,1.0,2.0,
2774,04261400105006,2.0,2.0,
2775,04261400105007,1.0,1.0,1.0
2776,04261400105007,2.0,2.0,
2777,04261400105008,1.0,2.0,
2778,04261400105008,1.0,2.0,
2779,04261400105009,1.0,2.0,
2780,04261400105009,2.0,2.0,
2781,04261400105010,1.0,2.0,
2782,04261400105010,1.0,2.0,
2783,04261400105011,1.0,2.0,
2784,04261400105011,2.0,2.0,
2785,04261400105012,1.0,2.0,
2786,04261400105012,1.0,2.0,
2787,04261500308001,1.0,2.0,
2788,04261500308001,2.0,2.0,
2789,04261500308002,1.0,2.0,
2790,04261500308002,2.0,2.0,
2791,04261500308003,1.0,2.0,
2792,04261500308003,2.0,2.0,
2793,04261500308004,1.0,2.0,
2794,04261500308004,1.0,2.0,
2795,04261500308005,1.0,2.0,
2796,04261500308005,1.0,2.0,
2797,04261500308006,1.0,2.0,
2798,04261500308006,2.0,2.0,
2799,04261500308007,1.0,2.0,
2800,04261500308007,2.0,2.0,
2801,04261500308008,1.0,2.0,
2802,04261500308008,2.0,2.0,
2803,04261500308009,2.0,2.0,
2804,04261500308009,2.0,2.0,
2805,04261500308010,1.0,2.0,
2806,04261500308010,2.0,1.0,1.0
2807,04261500308011,1.0,2.0,
2808,04261500308011,2.0,2.0,
2809,04261500308012,1.0,2.0,
2810,04261500308012,2.0,2.0,
2811,04261701902001,1.0,2.0,
2812,04261701902001,2.0,2.0,
2813,04261701902002,1.0,2.0,
2814,04261701902002,2.0,2.0,
2815,04261701902003,1.0,2.0,
2816,04261701902003,2.0,2.0,
2817,04261701902004,1.0,2.0,
2818,04261701902004,2.0,2.0,
2819,04261701902005,1.0,2.0,
2820,04261701902005,2.0,2.0,
2821,04261701902006,1.0,2.0,
2822,04261701902006,2.0,2.0,
2823,04261701902007,1.0,2.0,
2824,04261701902007,2.0,2.0,
2825,04261701902008,1.0,2.0,
2826,04261701902008,2.0,2.0,
2827,04261701902009,1.0,2.0,
2828,04261701902009,2.0,2.0,
2829,04261701902010,1.0,2.0,
2830,04261701902010,2.0,2.0,
2831,04261701902011,1.0,2.0,
2832,04261701902011,2.0,2.0,
2833,04261701902012,1.0,2.0,
2834,04261701902012,1.0,2.0,
2835,04270101002001,1.0,2.0,
2836,04270101002001,2.0,2.0,
2837,04270101002002,1.0,2.0,
2838,04270101002002,2.0,2.0,
2839,04270101002003,1.0,2.0,
2840,04270101002003,2.0,2.0,
2841,04270101002004,1.0,2.0,
2842,04270101002004,2.0,2.0,
2843,04270101002005,1.0,2.0,
2844,04270101002005,2.0,2.0,
2845,04270101002006,1.0,2.0,
2846,04270101002006,2.0,2.0,
2847,04270101002007,1.0,2.0,
2848,04270101002007,2.0,2.0,
2849,04270101002008,1.0,2.0,
2850,04270101002008,2.0,2.0,
2851,04270101002009,1.0,2.0,
2852,04270101002009,2.0,2.0,
2853,04270101002010,1.0,2.0,
2854,04270101002010,2.0,2.0,
2855,04270101002011,1.0,2.0,
2856,04270101002011,2.0,2.0,
2857,04270101002012,1.0,2.0,
2858,04270101002012,2.0,2.0,
2859,04271202206001,1.0,1.0,5.0
2860,04271202206001,1.0,1.0,5.0
2861,04271202206002,1.0,1.0,5.0
2862,04271202206002,1.0,1.0,5.0
2863,04271202206003,2.0,2.0,
2864,04271202206003,2.0,2.0,
2865,04271202206004,2.0,2.0,
2866,04271202206004,2.0,2.0,
2867,04271202206005,1.0,1.0,5.0
2868,04271202206005,1.0,2.0,
2869,04271202206006,1.0,1.0,5.0
2870,04271202206006,1.0,1.0,5.0
2871,04271202206007,2.0,2.0,
2872,04271202206007,2.0,2.0,
2873,04271202206008,2.0,2.0,
2874,04271202206008,2.0,2.0,
2875,04271202206009,2.0,2.0,
2876,04271202206009,2.0,2.0,
2877,04271202206010,2.0,2.0,
2878,04271202206010,2.0,2.0,
2879,04271202206011,2.0,2.0,
2880,04271202206011,2.0,2.0,
2881,04271202206012,2.0,2.0,
2882,04271202206012,2.0,2.0,
2883,04271800107001,1.0,2.0,
2884,04271800107001,2.0,2.0,
2885,04271800107003,1.0,2.0,
2886,04271800107003,2.0,2.0,
2887,04271800107004,1.0,2.0,
2888,04271800107004,2.0,2.0,
2889,04271800107005,1.0,2.0,
2890,04271800107005,2.0,2.0,
2891,04271800107024,1.0,2.0,
2892,04271800107024,2.0,2.0,
2893,04271800107044,1.0,2.0,
2894,04271800107044,2.0,2.0,
2895,04271800107064,1.0,2.0,
2896,04271800107064,2.0,2.0,
2897,04271800107084,1.0,2.0,
2898,04271800107084,2.0,2.0,
2899,04271800107104,1.0,2.0,
2900,04271800107104,2.0,2.0,
2901,04271800107124,1.0,2.0,
2902,04271800107124,1.0,2.0,
2903,04271800107144,1.0,2.0,
2904,04271800107144,2.0,2.0,
2905,04271800107164,1.0,2.0,
2906,04271800107164,2.0,2.0,
2907,04280201505001,1.0,1.0,1.0
2908,04280201505001,2.0,2.0,
2909,04280201505002,1.0,1.0,1.0
2910,04280201505002,2.0,2.0,
2911,04280201505003,1.0,2.0,
2912,04280201505003,2.0,2.0,
2913,04280201505004,1.0,1.0,1.0
2914,04280201505004,2.0,2.0,
2915,04280201505005,1.0,2.0,
2916,04280201505005,2.0,2.0,
2917,04280201505006,1.0,2.0,
2918,04280201505006,2.0,2.0,
2919,04280201505007,1.0,2.0,
2920,04280201505007,1.0,2.0,
2921,04280201505008,1.0,2.0,
2922,04280201505008,2.0,2.0,
2923,04280201505009,1.0,1.0,5.0
2924,04280201505009,1.0,1.0,5.0
2925,04280201505010,1.0,1.0,5.0
2926,04280201505010,1.0,1.0,5.0
2927,04280201505011,1.0,1.0,5.0
2928,04280201505011,1.0,1.0,5.0
2929,04280201505012,1.0,1.0,5.0
2930,04280201505012,1.0,1.0,5.0
2931,04280203203001,1.0,2.0,
2932,04280203203001,2.0,2.0,
2933,04280203203002,1.0,2.0,
2934,04280203203002,2.0,2.0,
2935,04280203203003,1.0,2.0,
2936,04280203203003,2.0,2.0,
2937,04280203203004,1.0,2.0,
2938,04280203203004,2.0,2.0,
2939,04280203203005,1.0,2.0,
2940,04280203203005,2.0,2.0,
2941,04280203203006,1.0,2.0,
2942,04280203203006,2.0,2.0,
2943,04280203203007,1.0,2.0,
2944,04280203203007,2.0,2.0,
2945,04280203203008,1.0,2.0,
2946,04280203203008,1.0,2.0,
2947,04280203203009,1.0,2.0,
2948,04280203203009,1.0,2.0,
2949,04280203203010,1.0,2.0,
2950,04280203203010,1.0,2.0,
2951,04280203203011,1.0,2.0,
2952,04280203203011,2.0,2.0,
2953,04280203203012,1.0,2.0,
2954,04280203203012,1.0,2.0,
2955,04280300107008,1.0,2.0,
2956,04280300107008,2.0,2.0,
2957,04280300107021,1.0,2.0,
2958,04280300107021,2.0,2.0,
2959,04280300107034,1.0,2.0,
2960,04280300107034,2.0,2.0,
2961,04280300107047,1.0,2.0,
2962,04280300107047,2.0,2.0,
2963,04280300107060,1.0,2.0,
2964,04280300107060,2.0,2.0,
2965,04280300107073,1.0,2.0,
2966,04280300107073,2.0,2.0,
2967,04280300107086,1.0,2.0,
2968,04280300107086,2.0,2.0,
2969,04280300107099,1.0,2.0,
2970,04280300107099,2.0,2.0,
2971,04280300107112,1.0,2.0,
2972,04280300107112,2.0,2.0,
2973,04280300107125,1.0,2.0,
2974,04280300107125,2.0,2.0,
2975,04280300107138,1.0,2.0,
2976,04280300107138,2.0,2.0,
2977,04280300107151,1.0,2.0,
2978,04280300107151,2.0,2.0,
2979,04280900511014,1.0,2.0,
2980,04280900511014,2.0,2.0,
2981,04280900511029,1.0,2.0,
2982,04280900511029,2.0,2.0,
2983,04280900511044,1.0,2.0,
2984,04280900511044,2.0,2.0,
2985,04280900511059,1.0,2.0,
2986,04280900511059,2.0,2.0,
2987,04280900511074,1.0,2.0,
2988,04280900511074,2.0,2.0,
2989,04280900511089,1.0,2.0,
2990,04280900511089,2.0,2.0,
2991,04280900511104,1.0,2.0,
2992,04280900511104,2.0,2.0,
2993,04280900511119,1.0,2.0,
2994,04280900511119,2.0,2.0,
2995,04280900511134,1.0,2.0,
2996,04280900511134,2.0,2.0,
2997,04280900511149,1.0,2.0,
2998,04280900511149,2.0,2.0,
2999,04280900511164,1.0,2.0,
3000,04280900511164,2.0,2.0,
3001,04280900511179,1.0,2.0,
3002,04280900511179,2.0,2.0,
3003,04280900803005,1.0,2.0,
3004,04280900803005,2.0,2.0,
3005,04280900803018,1.0,2.0,
3006,04280900803018,2.0,2.0,
3007,04280900803031,1.0,2.0,
3008,04280900803031,2.0,2.0,
3009,04280900803044,1.0,2.0,
3010,04280900803044,2.0,2.0,
3011,04280900803057,1.0,2.0,
3012,04280900803057,2.0,2.0,
3013,04280900803070,1.0,2.0,
3014,04280900803070,2.0,2.0,
3015,04280900803083,1.0,2.0,
3016,04280900803083,2.0,2.0,
3017,04280900803096,1.0,2.0,
3018,04280900803096,2.0,2.0,
3019,04280900803109,1.0,2.0,
3020,04280900803109,2.0,2.0,
3021,04280900803122,1.0,2.0,
3022,04280900803122,2.0,2.0,
3023,04280900803135,1.0,2.0,
3024,04280900803135,2.0,2.0,
3025,04280900803148,1.0,2.0,
3026,04280900803148,2.0,2.0,
3027,04290100110001,2.0,2.0,
3028,04290100110001,2.0,2.0,
3029,04290100110002,2.0,2.0,
3030,04290100110002,2.0,2.0,
3031,04290100110003,2.0,2.0,
3032,04290100110003,2.0,2.0,
3033,04290100110004,2.0,2.0,
3034,04290100110004,2.0,2.0,
3035,04290100110005,2.0,2.0,
3036,04290100110005,2.0,2.0,
3037,04290100110006,2.0,2.0,
3038,04290100110006,2.0,2.0,
3039,04290100110007,2.0,2.0,
3040,04290100110007,2.0,2.0,
3041,04290100110008,2.0,2.0,
3042,04290100110008,2.0,2.0,
3043,04290100110009,2.0,2.0,
3044,04290100110009,2.0,2.0,
3045,04290100110010,2.0,2.0,
3046,04290100110010,2.0,2.0,
3047,04290100110011,2.0,2.0,
3048,04290100110011,2.0,2.0,
3049,04290100110012,2.0,2.0,
3050,04290100110012,2.0,2.0,
3051,04290500106001,2.0,2.0,
3052,04290500106001,2.0,2.0,
3053,04290500106002,2.0,2.0,
3054,04290500106002,2.0,2.0,
3055,04290500106003,2.0,2.0,
3056,04290500106003,2.0,2.0,
3057,04290500106004,2.0,2.0,
3058,04290500106004,2.0,2.0,
3059,04290500106005,2.0,2.0,
3060,04290500106005,2.0,2.0,
3061,04290500106006,2.0,2.0,
3062,04290500106006,2.0,2.0,
3063,04290500106007,2.0,2.0,
3064,04290500106007,2.0,2.0,
3065,04290500106008,2.0,2.0,
3066,04290500106008,2.0,2.0,
3067,04290500106009,2.0,2.0,
3068,04290500106009,2.0,2.0,
3069,04290500106010,2.0,2.0,
3070,04290500106010,2.0,2.0,
3071,04290500106011,2.0,2.0,
3072,04290500106011,2.0,2.0,
3073,04290500106012,2.0,2.0,
3074,04290500106012,2.0,2.0,
3075,04291500905001,1.0,1.0,1.0
3076,04291500905001,2.0,2.0,
3077,04291500905002,1.0,2.0,
3078,04291500905002,2.0,2.0,
3079,04291500905003,1.0,2.0,
3080,04291500905003,2.0,2.0,
3081,04291500905004,1.0,2.0,
3082,04291500905004,2.0,2.0,
3083,04291500905005,1.0,2.0,
3084,04291500905005,2.0,2.0,
3085,04291500905006,1.0,2.0,
3086,04291500905006,2.0,2.0,
3087,04291500905007,1.0,2.0,
3088,04291500905007,2.0,2.0,
3089,04291500905008,1.0,2.0,
3090,04291500905008,2.0,2.0,
3091,04291500905009,1.0,1.0,5.0
3092,04291500905009,1.0,1.0,5.0
3093,04291500905010,1.0,1.0,5.0
3094,04291500905010,1.0,1.0,5.0
3095,04291500905011,1.0,1.0,5.0
3096,04291500905011,1.0,1.0,5.0
3097,04291500905012,1.0,1.0,5.0
3098,04291500905012,1.0,1.0,5.0
3099,04291501302001,1.0,2.0,
3100,04291501302001,2.0,2.0,
3101,04291501302002,1.0,2.0,
3102,04291501302002,2.0,2.0,
3103,04291501302003,1.0,2.0,
3104,04291501302003,2.0,2.0,
3105,04291501302004,1.0,2.0,
3106,04291501302004,2.0,2.0,
3107,04291501302005,1.0,2.0,
3108,04291501302005,1.0,2.0,
3109,04291501302006,1.0,2.0,
3110,04291501302006,2.0,2.0,
3111,04291501302007,1.0,2.0,
3112,04291501302007,2.0,2.0,
3113,04291501302008,1.0,2.0,
3114,04291501302008,2.0,2.0,
3115,04291501302009,1.0,2.0,
3116,04291501302009,1.0,2.0,
3117,04291501302010,1.0,2.0,
3118,04291501302010,1.0,2.0,
3119,04291501302011,1.0,2.0,
3120,04291501302011,1.0,2.0,
3121,04291501302012,1.0,2.0,
3122,04291501302012,1.0,2.0,
3123,04291801901001,1.0,2.0,
3124,04291801901001,2.0,2.0,
3125,04291801901002,1.0,2.0,
3126,04291801901002,2.0,2.0,
3127,04291801901003,1.0,2.0,
3128,04291801901003,2.0,2.0,
3129,04291801901004,1.0,2.0,
3130,04291801901004,2.0,2.0,
3131,04291801901005,1.0,2.0,
3132,04291801901005,1.0,2.0,
3133,04291801901006,1.0,2.0,
3134,04291801901006,2.0,2.0,
3135,04291801901007,1.0,2.0,
3136,04291801901007,2.0,2.0,
3137,04291801901008,1.0,2.0,
3138,04291801901008,1.0,2.0,
3139,04291801901009,1.0,1.0,5.0
3140,04291801901009,1.0,1.0,5.0
3141,04291801901010,1.0,2.0,
3142,04291801901010,1.0,2.0,
3143,04291801901011,1.0,2.0,
3144,04291801901011,1.0,2.0,
3145,04291801901012,1.0,2.0,
3146,04291801901012,1.0,2.0,
3147,04292500402001,2.0,2.0,
3148,04292500402001,2.0,2.0,
3149,04292500402002,2.0,2.0,
3150,04292500402002,2.0,2.0,
3151,04292500402003,2.0,2.0,
3152,04292500402003,2.0,2.0,
3153,04292500402004,2.0,2.0,
3154,04292500402004,2.0,2.0,
3155,04292500402005,1.0,2.0,
3156,04292500402005,2.0,2.0,
3157,04292500402006,2.0,2.0,
3158,04292500402006,2.0,2.0,
3159,04292500402007,2.0,2.0,
3160,04292500402007,2.0,2.0,
3161,04292500402008,2.0,2.0,
3162,04292500402008,2.0,2.0,
3163,04292500402009,2.0,2.0,
3164,04292500402009,2.0,2.0,
3165,04292500402010,1.0,2.0,
3166,04292500402010,2.0,2.0,
3167,04292500402011,2.0,2.0,
3168,04292500402011,2.0,2.0,
3169,04292500402012,2.0,2.0,
3170,04292500402012,2.0,2.0,
3171,04300203306001,1.0,2.0,
3172,04300203306001,1.0,2.0,
3173,04300203306002,1.0,2.0,
3174,04300203306002,1.0,2.0,
3175,04300203306003,1.0,2.0,
3176,04300203306003,1.0,2.0,
3177,04300203306004,1.0,2.0,
3178,04300203306004,1.0,2.0,
3179,04300203306005,1.0,2.0,
3180,04300203306005,2.0,2.0,
3181,04300203306006,1.0,2.0,
3182,04300203306006,2.0,2.0,
3183,04300203306007,1.0,2.0,
3184,04300203306007,2.0,2.0,
3185,04300203306008,1.0,2.0,
3186,04300203306008,2.0,2.0,
3187,04300203306009,1.0,2.0,
3188,04300203306009,2.0,2.0,
3189,04300203306010,1.0,1.0,1.0
3190,04300203306010,2.0,2.0,
3191,04300203306011,1.0,2.0,
3192,04300203306011,2.0,2.0,
3193,04300203306012,1.0,2.0,
3194,04300203306012,2.0,2.0,
3195,04300400106001,1.0,2.0,
3196,04300400106001,2.0,2.0,
3197,04300400106002,1.0,2.0,
3198,04300400106002,2.0,2.0,
3199,04300400106003,1.0,2.0,
3200,04300400106003,2.0,2.0,
3201,04300400106004,1.0,2.0,
3202,04300400106004,2.0,2.0,
3203,04300400106005,1.0,2.0,
3204,04300400106005,2.0,2.0,
3205,04300400106006,1.0,2.0,
3206,04300400106006,2.0,2.0,
3207,04300400106007,1.0,2.0,
3208,04300400106007,2.0,2.0,
3209,04300400106008,1.0,2.0,
3210,04300400106008,2.0,2.0,
3211,04300400106009,1.0,2.0,
3212,04300400106009,2.0,2.0,
3213,04300400106010,1.0,2.0,
3214,04300400106010,2.0,2.0,
3215,04300400106011,1.0,2.0,
3216,04300400106011,2.0,2.0,
3217,04300400106012,1.0,2.0,
3218,04300400106012,2.0,2.0,
3219,04300800105001,1.0,2.0,
